Faixa Etária,Faixa Hora Contrat,Faixa Tempo Emprego,Escolaridade após 2005,Ind Portador Defic,Raça Cor,Vl Remun Dezembro Nom,Sexo Trabalhador,Tamanho Estabelecimento,Diretor TI,Gerente Infraestrutura TI,Gerente Desenvolvimento Sistemas,Gerente Operação TI,Gerente Projetos TI,Gerente Segurança Informação,Gerente Suporte Técnico TI,Tecnólogo Gestão TI,Engenheiro Aplicativos Computação,Engenheiro Equip Computação,Engenheiro Sist Oper Computação,Administrador Banco Dados,Administrador Redes,Administrador Sist Operacionais,Administrador Segur Informação,Analista Desenvolv Sistemas,Analista Redes Comunic Dados,Analista Sistemas Automação,Analista Suporte Computacional
4,5,6,8,0,1,9487.58,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,6,8,0,0,5253.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,6864.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4,7,8,0,1,6307.74,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4,7,8,0,1,13816.43,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,6,8,0,0,9210.61,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,6,8,0,1,4909.23,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,6,8,0,1,4035.18,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,6,8,0,1,5678.78,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,8773.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4,7,8,0,1,8995.1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4,7,8,0,1,7259.38,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4,7,8,0,1,10308.9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,5666.93,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,11123.69,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,4946.12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,7,8,0,1,5434.68,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,7,8,0,1,5522.3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,12602.24,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,6,8,0,0,4139.14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,7695.79,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,6,8,0,1,5482.4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,6,8,0,1,6037.04,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,6,8,0,1,7904.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,6,8,0,0,3959.04,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,6,8,0,1,4325.1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,7,8,0,1,10056.08,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,6,8,0,0,5231.32,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,6,8,0,1,9532.59,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,6,8,0,0,6098.91,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,7,8,0,1,5724.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,6,8,0,1,7712.64,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,6,8,0,1,8791.51,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,7747.03,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4,7,8,0,1,11458.73,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4,7,8,0,1,12385.57,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,7,8,0,1,5057.57,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,9371.28,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,6445.96,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,6,8,0,1,3923.09,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,7,8,0,1,6974.86,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,4,8,0,0,16000.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,6,8,0,1,7481.71,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,5,8,0,1,11657.99,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,6,8,0,0,10529.2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,6,8,0,1,2396.54,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,7,8,0,1,9738.6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,3,8,0,1,5601.73,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,6,8,0,1,12936.97,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4,7,8,0,1,6696.9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,3,8,0,1,4157.95,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,3,8,0,1,1156.89,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,6,8,0,1,3138.68,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,1,1,11737.89,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,7,8,0,1,11229.16,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,7,8,0,1,25763.2,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,7,8,0,1,12246.63,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,6188.59,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,5,8,0,1,6363.99,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,8,0,1,8508.02,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,9185.62,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,6,8,0,1,11397.22,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,8,0,1,3664.42,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,0,8,0,1,2488.31,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,5,8,0,1,4000.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,4,8,0,1,5300.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,6,8,0,1,6977.63,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,5,8,0,1,9832.5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,3573.98,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,7,8,0,1,8747.3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,3,8,0,1,5759.04,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,4,8,0,1,6686.85,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,58795.77,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,3,8,0,1,1600.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,7,8,0,1,12565.02,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,6,8,0,1,5019.39,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,8,0,1,3165.94,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,5,7,8,0,1,9189.61,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,0,8,0,1,1591.78,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,7,8,0,1,6808.96,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,4,7,8,0,1,14491.43,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,7,8,0,1,12990.81,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,7,8,0,1,8151.53,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,7,8,0,0,12990.81,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,5,7,8,0,1,17568.58,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,8820.91,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,4,5,8,0,1,5992.22,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,7,8,0,1,18091.86,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,8,0,1,1996.37,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,8,0,1,2535.97,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,0,1,16033.94,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,6,8,0,1,5088.17,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,7,8,0,1,4455.57,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,3,8,0,1,3364.07,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,5,7,8,0,1,9319.72,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,6,8,0,1,11147.76,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,5,8,0,1,10871.5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,7,8,0,1,1812.3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,3,8,0,1,5843.33,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,23129.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,13738.58,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,11367.59,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,23129.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,7,8,0,1,20838.06,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,17391.82,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,20039.32,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,19316.96,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,0,8101.18,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,10534.63,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,17194.83,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,6,8,0,1,10382.19,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,6448.98,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,15158.95,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,6,8,0,1,6895.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,4,7,8,0,1,11412.52,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,17546.23,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,12842.82,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,7,8,0,1,22303.16,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,7,8,0,1,16161.4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,0,1,8482.6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,6,8,0,1,14365.52,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,7,8,0,1,17886.08,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,17102.21,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,8543.83,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,7,8,0,1,10731.64,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,7,8,0,1,21775.99,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,13852.63,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,7,8,0,1,10889.63,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,0,1,7475.85,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,6,8,0,1,6895.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,22303.16,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,7,8,0,1,22200.93,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,20356.37,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,17215.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,16927.5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,20039.32,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,14288.12,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,16951.08,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,7,8,0,1,23955.25,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,7,8,0,1,24421.36,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,0,1,6895.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,13524.82,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,6,8,0,1,11075.36,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,1,1,6895.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,7,8,0,1,14429.83,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,6,8,0,1,6895.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,14280.98,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,17127.97,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,21540.44,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,25220.53,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,26305.39,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,7,8,0,1,19258.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,7,8,0,1,25916.75,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,6,8,0,1,8638.76,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,7,8,0,1,15850.44,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,17194.83,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,13838.8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,15635.58,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,12558.3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,0,1,6895.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,8859.72,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,6,8,0,1,7861.19,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,8818.64,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,0,1,8543.83,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,9871.03,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,11853.92,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,15843.43,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,18520.64,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,13101.78,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,0,1,6895.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,7215.12,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,9032.84,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,7,8,0,1,16418.78,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,8098.58,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,6,8,0,1,9967.8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,14777.97,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,3,8,0,1,4436.85,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,3,8,0,1,1992.96,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,7,8,0,1,12995.45,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,1,8,0,1,5515.6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,2,8,0,1,6362.07,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,2,8,0,1,8064.88,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,6,8,0,1,16394.14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,4,8,0,1,5105.88,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,3,3,8,0,1,2109.08,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4,8,0,1,6500.19,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4,8,0,1,3546.44,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,3,8,0,1,2040.18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,7,8,0,1,8130.77,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,3,8,0,1,5732.38,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4,8,0,1,5166.07,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,3,8,0,1,2933.16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,2,8,0,1,5448.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,8,0,1,3960.67,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,4,8,0,1,1735.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,7,8,0,1,13654.41,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,8,0,1,3545.04,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,4,1,8,0,1,3384.63,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,7,8,0,1,4031.71,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,8,0,1,2180.7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,5,8,0,1,3720.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,7,8,0,1,8505.99,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,7154.82,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,8,0,1,7813.93,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,8,0,1,5679.49,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,4630.88,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,3,8,0,1,2450.08,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,7,8,0,1,8536.85,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,5,7,8,0,1,10155.18,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,8423.42,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,7,8,0,1,11482.13,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,8,0,1,5903.89,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,8,0,1,1758.97,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,4,8,0,1,6569.69,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,8,0,1,7232.82,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,8,0,1,5792.15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,5,7,8,0,1,4179.71,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,8,0,1,8193.66,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,8,0,1,13116.09,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,7,8,0,1,15948.74,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,7,8,0,1,23552.92,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,5,8,0,1,3561.52,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,9372.41,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,3,8,0,1,8677.01,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,3,8,0,1,2939.29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,6222.64,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,7,8,0,1,23684.75,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,8,0,1,6762.17,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,5,7,8,0,1,1724.7,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,5,3,8,0,0,5942.68,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,7,8,0,1,5911.94,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
