Faixa Etária,Faixa Hora Contrat,Faixa Tempo Emprego,Escolaridade após 2005,Ind Portador Defic,Raça Cor,Vl Remun Dezembro Nom,Sexo Trabalhador,Tamanho Estabelecimento,Diretor TI,Gerente Infraestrutura TI,Gerente Desenvolvimento Sistemas,Gerente Operação TI,Gerente Projetos TI,Gerente Segurança Informação,Gerente Suporte Técnico TI,Tecnólogo Gestão TI,Engenheiro Aplicativos Computação,Engenheiro Equip Computação,Engenheiro Sist Oper Computação,Administrador Banco Dados,Administrador Redes,Administrador Sist Operacionais,Administrador Segur Informação,Analista Desenvolv Sistemas,Analista Redes Comunic Dados,Analista Sistemas Automação,Analista Suporte Computacional
2,5,2,6,0,1,1618.72,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,6,6,0,1,2738.27,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,2624.88,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,6,0,1,3192.75,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,3873.06,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,2,6,0,0,2181.52,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,3,6,0,1,2565.06,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,3,6,0,1,1330.67,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,3,6,0,1,1012.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,6,6,0,1,5188.0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,6,0,1,2200.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,2,6,0,1,2700.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4,7,6,0,1,2966.94,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,6,6,0,1,2972.58,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,7,6,0,1,4020.58,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,6,6,0,1,2601.78,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,3,6,0,1,2553.17,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,6,6,0,1,2972.58,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,5,6,0,1,4446.92,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,2,6,0,1,2400.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,5,7,6,0,1,9102.26,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,7,6,0,1,4653.98,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,6,6,0,1,6970.47,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,6,0,1,6113.09,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4,6,0,1,3152.76,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,0,6,0,1,1436.36,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,3,6,0,1,2010.71,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,6,0,1,2193.44,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,3,6,0,1,2416.5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,4,6,0,1,2174.44,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,3,6,0,1,1657.03,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,0,6,0,1,1226.78,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,6,6,0,1,5051.2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,7,6,0,1,4410.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,5,4,6,0,1,3796.94,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,6,0,1,4710.07,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,6,6,0,1,2167.23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,3,6,0,1,2092.53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,6,6,0,1,5238.33,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,5,1,6,0,1,2400.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,5,2,6,0,1,2400.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,5,0,6,0,1,2500.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,6,6,0,1,3196.39,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,7,6,0,1,4150.78,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,6,0,1,1771.86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,3,6,0,1,3147.88,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,3,6,0,1,2061.94,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,0,6,0,1,1944.88,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,2,6,0,1,7347.75,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,7,6,0,1,7939.8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,4,6,0,1,7800.38,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,6,6,0,1,3353.26,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,2,6,0,1,2138.98,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,6,6,0,1,4015.51,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,6,0,1,4444.55,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4,6,0,1,3640.16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,6,0,1,2657.95,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,4,1,6,0,1,2924.63,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,6,0,1,1900.8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,0,6,0,1,3280.98,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,6,6,0,1,3209.76,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,1,6,0,1,1857.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,3,6,0,1,2277.46,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,4,6,0,1,1600.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,3,6,0,1,7983.33,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,6,6,0,1,3164.22,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,0,6,0,0,4307.1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,6,0,1,1200.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,2,6,0,1,3003.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,6,6,0,0,2375.31,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,4,6,0,0,2510.51,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,3,6,0,1,2600.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,6,6,0,1,4543.2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,6,6,0,1,4303.01,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,7,6,0,1,3848.7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,5,6,0,1,2789.93,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,3,6,0,1,1504.63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,3,7,6,0,1,9619.18,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,6,0,1,2248.8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,0,6,0,0,1631.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,2,6,0,1,3485.12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,6,6,0,1,5542.68,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,6,6,0,1,5181.84,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,0,6,0,1,5227.66,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,0,6,0,1,2000.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,0,6,0,1,2500.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,5,3,6,0,0,5118.57,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,0,6,0,1,1696.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,0,6,0,1,2250.21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,2,6,0,1,1774.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,4,6,0,1,2044.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,5,6,0,1,2968.41,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,1,6,0,1,2800.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,0,6,0,1,2065.16,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,5,6,0,1,3149.21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,5,3,6,0,1,1549.63,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0,6,0,1,4190.47,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,0,6,0,1,2800.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,1,6,0,1,2480.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,1,6,0,1,3500.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,0,6,0,1,3000.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,6,6,0,1,2832.41,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,7,6,0,1,2416.8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,3,6,0,0,2658.47,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,6,6,0,1,2657.98,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,3,6,0,1,6706.08,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,6,6,0,1,8772.75,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,7,6,0,1,10573.1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,5,6,0,1,2916.41,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,7862.63,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,4,6,0,1,3869.1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,5,6,0,1,3300.0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,7,6,0,1,3811.28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,4,6,0,1,1357.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,3,6,0,1,5706.74,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,5,6,0,1,1959.38,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,4,6,0,1,2015.94,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,6,6,0,1,5041.17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,3,6,0,1,1906.12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,5,6,0,1,1768.48,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,4,6,6,0,1,1897.25,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,4,6,0,1,1718.82,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,4,5,6,0,1,1821.28,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,5,6,0,1,1774.59,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,3,6,0,1,1836.69,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,5,3,6,0,1,1900.92,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,3,6,0,1,2116.51,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,2,6,0,1,1759.62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,0,6,0,1,2937.03,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,2,6,0,1,2597.67,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,0,6,0,0,2232.07,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5,1,6,0,1,2217.94,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,2,6,6,0,1,1405.56,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,3,6,0,1,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,5,3,6,0,0,1602.01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,3,6,0,1,2810.3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,0,6,0,1,2721.91,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,4,6,0,1,1365.23,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,6,6,0,1,3244.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,7,6,0,0,2683.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,5,6,0,1,2315.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,2,6,0,1,7479.57,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4,0,6,0,1,16218.2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,1,6,0,0,6016.8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,1,6,0,1,2896.45,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,6,0,1,2734.44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,3,6,0,0,1514.85,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1,6,0,1,1377.37,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,5,6,0,1,2000.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,6,6,0,1,3658.55,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,2,6,0,1,1295.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,0,6,0,0,1302.86,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,3012.38,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,3,6,0,1,1948.47,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,6,6,0,1,4780.31,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,7,6,0,1,9893.7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,6,0,0,3250.41,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,6704.82,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,6,6,0,1,7000.01,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,6,0,0,2441.25,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,3,6,0,1,2658.46,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,6,6,0,1,3972.03,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,7,6,0,1,7834.39,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1,6,0,1,2762.93,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,5,1,6,0,1,2627.5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,4,6,0,1,3546.55,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,5,6,0,0,2307.38,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,5,6,0,0,2816.3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,0,6,0,1,2502.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,1,6,0,1,2794.04,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,2,6,0,1,2500.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,5,3,6,0,1,3310.89,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,5,6,0,1,2744.39,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,7,6,0,1,3081.8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,6,6,0,1,3354.09,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,5,6,0,1,9000.0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,2,6,0,1,5000.0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,3,6,0,1,1248.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4,6,0,1,2732.28,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,5,6,0,1,2200.39,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,4726.81,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5,2,6,0,0,1294.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,2,6,0,0,4816.88,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,4,2,6,0,1,2000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,2,6,0,1,2000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,4,6,0,1,2588.19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,0,6,0,1,1982.86,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,2,6,0,1,4107.05,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,5,0,6,0,1,2955.56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,5,2,6,0,1,2117.21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,4,6,0,1,4806.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,8092.23,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,6,0,1,6650.42,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,5,3,6,0,1,1944.42,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,7034.08,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,3,6,0,1,2255.95,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,6,0,1,2062.65,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,3,6,0,1,1964.69,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,6,6,0,1,7997.15,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,3,6,0,1,2508.32,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,6,0,1,3930.75,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,6,6,0,1,15462.78,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,2,6,0,1,1129.27,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,5,4,6,0,1,2052.62,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,2,6,0,1,1105.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,7,6,0,1,7397.97,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,6,0,1,3531.48,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,4,6,0,1,4731.56,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,2,6,0,1,1714.64,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,2,6,0,1,1705.19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,6,6,0,1,2166.98,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,2,6,0,1,1736.1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,2,6,0,1,1773.24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,7,6,0,1,3261.85,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,4,0,6,0,1,2750.39,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,0,6,0,1,3128.92,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,0,6,0,1,2151.68,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,6,6,0,1,1027.31,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,6,6,0,1,2804.37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,6,6,0,1,4071.76,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,6,6,0,1,5260.78,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,6,0,1,3001.47,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,1,6,0,1,1700.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,3,6,0,0,7471.86,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,3,6,0,1,7066.6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,3,6,0,1,6898.64,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,3,6,0,1,5867.2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,2,6,0,1,6577.39,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,0,6,0,1,6150.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,5,6,6,0,1,3439.51,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,5,6,0,1,7561.13,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
